region,capacity_scenario,lifetime_scenario,year,material,source_range,raw_midpoint_weight_percent,normalized_weight_percent,annual_material_tonnes,cumulative_material_tonnes
Karnataka,Conservative,Fixed_25,2045,Polymers,8-10%,9.0,9.101941747572816,6089.872572815535,45234.61165048544
Karnataka,Conservative,Fixed_25,2045,Silicon,3-4%,3.5,3.5396440129449838,2368.2837783171526,17591.237864077673
Karnataka,Conservative,Fixed_25,2045,Copper,2-4%,3.0,3.033980582524272,2029.957524271845,15078.203883495147
Karnataka,Conservative,Fixed_25,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,37.21588794498383,276.43373786407767
Karnataka,Conservative,Fixed_25,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,43.982413025889976,326.6944174757282
Karnataka,Conservative,Fixed_25,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,20.29957524271845,150.7820388349515
Karnataka,Conservative,Fixed_25,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,20.29957524271845,150.7820388349515
Karnataka,Conservative,Fixed_25,2045,Other,<0.20%,0.2,0.2022653721682848,135.330501618123,1005.2135922330099
Karnataka,Conservative,Early_Loss,2045,Glass,68-72%,70.0,70.79288025889969,25348.63952807781,301733.9954376924
Karnataka,Conservative,Early_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,4707.604483785879,56036.31343842859
Karnataka,Conservative,Early_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,3259.110796467147,38794.37084198902
Karnataka,Conservative,Early_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,1267.4319764038905,15086.69977188462
Karnataka,Conservative,Early_Loss,2045,Copper,2-4%,3.0,3.033980582524272,1086.370265489049,12931.456947329672
Karnataka,Conservative,Early_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,19.916788200632563,237.076710701044
Karnataka,Conservative,Early_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,23.538022418929394,280.1815671921429
Karnataka,Conservative,Early_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,10.86370265489049,129.31456947329673
Karnataka,Conservative,Early_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,10.86370265489049,129.31456947329673
Karnataka,Conservative,Early_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,72.4246843659366,862.0971298219783
Karnataka,Conservative,Regular_Loss,2045,Glass,68-72%,70.0,70.79288025889969,28794.199608673833,178977.78506506543
Karnataka,Conservative,Regular_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,5347.494213039426,33238.73151208358
Karnataka,Conservative,Regular_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,3702.111378258064,23011.429508365552
Karnataka,Conservative,Regular_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,1439.7099804336917,8948.889253253272
Karnataka,Conservative,Regular_Loss,2045,Copper,2-4%,3.0,3.033980582524272,1234.0371260860213,7670.476502788518
Karnataka,Conservative,Regular_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,22.624013978243724,140.62540255112282
Karnataka,Conservative,Regular_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,26.737471065197127,166.19365756041788
Karnataka,Conservative,Regular_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,12.340371260860215,76.70476502788519
Karnataka,Conservative,Regular_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,12.340371260860215,76.70476502788519
Karnataka,Conservative,Regular_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,82.2691417390681,511.36510018590127
Karnataka,Medium,Fixed_25,2045,Glass,68-72%,70.0,70.79288025889969,47365.67556634305,351824.75728155347
Karnataka,Medium,Fixed_25,2045,Aluminium,12-14%,13.0,13.147249190938512,8796.482605177995,65338.88349514564
Karnataka,Medium,Fixed_25,2045,Polymers,8-10%,9.0,9.101941747572816,6089.872572815535,45234.61165048544
Karnataka,Medium,Fixed_25,2045,Silicon,3-4%,3.5,3.5396440129449838,2368.2837783171526,17591.237864077673
Karnataka,Medium,Fixed_25,2045,Copper,2-4%,3.0,3.033980582524272,2029.957524271845,15078.203883495147
Karnataka,Medium,Fixed_25,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,37.21588794498383,276.43373786407767
Karnataka,Medium,Fixed_25,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,43.982413025889976,326.6944174757282
Karnataka,Medium,Fixed_25,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,20.29957524271845,150.7820388349515
Karnataka,Medium,Fixed_25,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,20.29957524271845,150.7820388349515
Karnataka,Medium,Fixed_25,2045,Other,<0.20%,0.2,0.2022653721682848,135.330501618123,1005.2135922330099
Karnataka,Medium,Early_Loss,2045,Glass,68-72%,70.0,70.79288025889969,27119.97733361415,312865.0409064985
Karnataka,Medium,Early_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,5036.56721909977,58103.507596921154
Karnataka,Medium,Early_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,3486.8542286075335,40225.50525940695
Karnataka,Medium,Early_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,1355.9988666807076,15643.252045324925
Karnataka,Medium,Early_Loss,2045,Copper,2-4%,3.0,3.033980582524272,1162.2847428691778,13408.50175313565
Karnataka,Medium,Early_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,21.30855361926826,245.82253214082024
Karnataka,Medium,Early_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,25.182836095498853,290.5175379846057
Karnataka,Medium,Early_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,11.62284742869178,134.0850175313565
Karnataka,Medium,Early_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,11.62284742869178,134.0850175313565
Karnataka,Medium,Early_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,77.48564952461186,893.9001168757101
Karnataka,Medium,Regular_Loss,2045,Glass,68-72%,70.0,70.79288025889969,29233.166863025584,180498.42787868495
Karnataka,Medium,Regular_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,5429.016703133323,33521.13660604149
Karnataka,Medium,Regular_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,3758.5500252461466,23206.94072725949
Karnataka,Medium,Regular_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,1461.6583431512793,9024.921393934248
Karnataka,Medium,Regular_Loss,2045,Copper,2-4%,3.0,3.033980582524272,1252.850008415382,7735.6469090864975
Karnataka,Medium,Regular_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,22.96891682094867,141.82019333325246
Karnataka,Medium,Regular_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,27.145083515666613,167.60568303020744
Karnataka,Medium,Regular_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,12.528500084153823,77.35646909086498
Karnataka,Medium,Regular_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,12.528500084153823,77.35646909086498
Karnataka,Medium,Regular_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,83.52333389435881,515.7097939390999
Karnataka,High,Fixed_25,2045,Glass,68-72%,70.0,70.79288025889969,47365.67556634305,351824.75728155347
Karnataka,High,Fixed_25,2045,Aluminium,12-14%,13.0,13.147249190938512,8796.482605177995,65338.88349514564
Karnataka,High,Fixed_25,2045,Polymers,8-10%,9.0,9.101941747572816,6089.872572815535,45234.61165048544
Karnataka,High,Fixed_25,2045,Silicon,3-4%,3.5,3.5396440129449838,2368.2837783171526,17591.237864077673
Karnataka,High,Fixed_25,2045,Copper,2-4%,3.0,3.033980582524272,2029.957524271845,15078.203883495147
Karnataka,High,Fixed_25,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,37.21588794498383,276.43373786407767
Karnataka,High,Fixed_25,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,43.982413025889976,326.6944174757282
Karnataka,High,Fixed_25,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,20.29957524271845,150.7820388349515
Karnataka,High,Fixed_25,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,20.29957524271845,150.7820388349515
Karnataka,High,Fixed_25,2045,Other,<0.20%,0.2,0.2022653721682848,135.330501618123,1005.2135922330099
Karnataka,High,Early_Loss,2045,Glass,68-72%,70.0,70.79288025889969,27908.405208648233,317832.6708791992
Karnataka,High,Early_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,5182.989538748958,59026.06744899414
Karnataka,High,Early_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,3588.2235268262016,40864.200541611324
Karnataka,High,Early_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,1395.4202604324119,15891.63354395996
Karnataka,High,Early_Loss,2045,Copper,2-4%,3.0,3.033980582524272,1196.074508942067,13621.400180537108
Karnataka,High,Early_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,21.9280326639379,249.72566997651364
Karnataka,High,Early_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,25.914947693744786,295.1303372449707
Karnataka,High,Early_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,11.960745089420673,136.21400180537108
Karnataka,High,Early_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,11.960745089420673,136.21400180537108
Karnataka,High,Early_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,79.73830059613782,908.0933453691407
Karnataka,High,Regular_Loss,2045,Glass,68-72%,70.0,70.79288025889969,29430.133572107585,181181.61939207124
Karnataka,High,Regular_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,5465.59623481998,33648.015029956085
Karnataka,High,Regular_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,3783.874316413832,23294.779636123443
Karnataka,High,Regular_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,1471.5066786053792,9059.080969603561
Karnataka,High,Regular_Loss,2045,Copper,2-4%,3.0,3.033980582524272,1261.2914388046106,7764.926545374481
Karnataka,High,Regular_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,23.12367637808453,142.35698666519883
Karnataka,High,Regular_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,27.327981174099897,168.2400751497804
Karnataka,High,Regular_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,12.612914388046107,77.64926545374482
Karnataka,High,Regular_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,12.612914388046107,77.64926545374482
Karnataka,High,Regular_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,84.08609592030739,517.6617696916321
Maharashtra,Conservative,Fixed_25,2045,Glass,68-72%,70.0,70.79288025889969,8549.231391585763,91892.83980582524
Maharashtra,Conservative,Fixed_25,2045,Aluminium,12-14%,13.0,13.147249190938512,1587.7144012944987,17065.813106796115
Maharashtra,Conservative,Fixed_25,2045,Polymers,8-10%,9.0,9.101941747572816,1099.1868932038838,11814.793689320388
Maharashtra,Conservative,Fixed_25,2045,Silicon,3-4%,3.5,3.5396440129449838,427.4615695792881,4594.641990291262
Maharashtra,Conservative,Fixed_25,2045,Copper,2-4%,3.0,3.033980582524272,366.39563106796123,3938.264563106796
Maharashtra,Conservative,Fixed_25,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,6.717253236245956,72.20151699029125
Maharashtra,Conservative,Fixed_25,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,7.9385720064724925,85.32906553398057
Maharashtra,Conservative,Fixed_25,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,3.6639563106796125,39.38264563106796
Maharashtra,Conservative,Fixed_25,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,3.6639563106796125,39.38264563106796
Maharashtra,Conservative,Fixed_25,2045,Other,<0.20%,0.2,0.2022653721682848,24.42637540453075,262.5509708737864
Maharashtra,Conservative,Early_Loss,2045,Glass,68-72%,70.0,70.79288025889969,110786.62249420515,926055.5553647787
Maharashtra,Conservative,Early_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,20574.658463209526,171981.74599631605
Maharashtra,Conservative,Early_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,14243.994320683518,119064.28568975726
Maharashtra,Conservative,Early_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,5539.331124710257,46302.777768238935
Maharashtra,Conservative,Early_Loss,2045,Copper,2-4%,3.0,3.033980582524272,4747.998106894506,39688.09522991908
Maharashtra,Conservative,Early_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,87.04663195973261,727.6150792151833
Maharashtra,Conservative,Early_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,102.87329231604762,859.9087299815802
Maharashtra,Conservative,Early_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,47.479981068945065,396.8809522991909
Maharashtra,Conservative,Early_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,47.479981068945065,396.8809522991909
Maharashtra,Conservative,Early_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,316.53320712630045,2645.8730153279394
Maharashtra,Conservative,Regular_Loss,2045,Glass,68-72%,70.0,70.79288025889969,56338.221826967274,239822.32173064494
Maharashtra,Conservative,Regular_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,10462.812625008208,44538.431178548344
Maharashtra,Conservative,Regular_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,7243.485663467221,30834.298508225776
Maharashtra,Conservative,Regular_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,2816.9110913483637,11991.116086532247
Maharashtra,Conservative,Regular_Loss,2045,Copper,2-4%,3.0,3.033980582524272,2414.49522115574,10278.099502741925
Maharashtra,Conservative,Regular_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,44.265745721188566,188.4318242169353
Maharashtra,Conservative,Regular_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,52.31406312504104,222.6921558927417
Maharashtra,Conservative,Regular_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,24.144952211557403,102.78099502741925
Maharashtra,Conservative,Regular_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,24.144952211557403,102.78099502741925
Maharashtra,Conservative,Regular_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,160.96634807704936,685.2066335161284
Maharashtra,Medium,Fixed_25,2045,Glass,68-72%,70.0,70.79288025889969,8549.231391585763,91892.83980582524
Maharashtra,Medium,Fixed_25,2045,Aluminium,12-14%,13.0,13.147249190938512,1587.7144012944987,17065.813106796115
Maharashtra,Medium,Fixed_25,2045,Polymers,8-10%,9.0,9.101941747572816,1099.1868932038838,11814.793689320388
Maharashtra,Medium,Fixed_25,2045,Silicon,3-4%,3.5,3.5396440129449838,427.4615695792881,4594.641990291262
Maharashtra,Medium,Fixed_25,2045,Copper,2-4%,3.0,3.033980582524272,366.39563106796123,3938.264563106796
Maharashtra,Medium,Fixed_25,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,6.717253236245956,72.20151699029125
Maharashtra,Medium,Fixed_25,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,7.9385720064724925,85.32906553398057
Maharashtra,Medium,Fixed_25,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,3.6639563106796125,39.38264563106796
Maharashtra,Medium,Fixed_25,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,3.6639563106796125,39.38264563106796
Maharashtra,Medium,Fixed_25,2045,Other,<0.20%,0.2,0.2022653721682848,24.42637540453075,262.5509708737864
Maharashtra,Medium,Early_Loss,2045,Glass,68-72%,70.0,70.79288025889969,196193.26510800692,1482850.4785943832
Maharashtra,Medium,Early_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,36435.892091487,275386.5174532426
Maharashtra,Medium,Early_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,25224.84837102946,190652.2043907064
Maharashtra,Medium,Early_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,9809.663255400346,74142.52392971916
Maharashtra,Medium,Early_Loss,2045,Copper,2-4%,3.0,3.033980582524272,8408.282790343153,63550.734796902136
Maharashtra,Medium,Early_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,154.15185115629114,1165.0968046098724
Maharashtra,Medium,Early_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,182.179460457435,1376.932587266213
Maharashtra,Medium,Early_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,84.08282790343155,635.5073479690213
Maharashtra,Medium,Early_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,84.08282790343155,635.5073479690213
Maharashtra,Medium,Early_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,560.552186022877,4236.715653126809
Maharashtra,Medium,Regular_Loss,2045,Glass,68-72%,70.0,70.79288025889969,76623.66254326589,304131.1526539849
Maharashtra,Medium,Regular_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,14230.108758035094,56481.499778597194
Maharashtra,Medium,Regular_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,9851.613755562756,39102.576769798055
Maharashtra,Medium,Regular_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,3831.1831271632946,15206.557632699245
Maharashtra,Medium,Regular_Loss,2045,Copper,2-4%,3.0,3.033980582524272,3283.871251854252,13034.192256599352
Maharashtra,Medium,Regular_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,60.204306283994626,238.9601913709881
Maharashtra,Medium,Regular_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,71.15054379017546,282.4074988929859
Maharashtra,Medium,Regular_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,32.83871251854252,130.3419225659935
Maharashtra,Medium,Regular_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,32.83871251854252,130.3419225659935
Maharashtra,Medium,Regular_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,218.92475012361683,868.9461504399569
Maharashtra,High,Fixed_25,2045,Glass,68-72%,70.0,70.79288025889969,8549.231391585763,91892.83980582524
Maharashtra,High,Fixed_25,2045,Aluminium,12-14%,13.0,13.147249190938512,1587.7144012944987,17065.813106796115
Maharashtra,High,Fixed_25,2045,Polymers,8-10%,9.0,9.101941747572816,1099.1868932038838,11814.793689320388
Maharashtra,High,Fixed_25,2045,Silicon,3-4%,3.5,3.5396440129449838,427.4615695792881,4594.641990291262
Maharashtra,High,Fixed_25,2045,Copper,2-4%,3.0,3.033980582524272,366.39563106796123,3938.264563106796
Maharashtra,High,Fixed_25,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,6.717253236245956,72.20151699029125
Maharashtra,High,Fixed_25,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,7.9385720064724925,85.32906553398057
Maharashtra,High,Fixed_25,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,3.6639563106796125,39.38264563106796
Maharashtra,High,Fixed_25,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,3.6639563106796125,39.38264563106796
Maharashtra,High,Fixed_25,2045,Other,<0.20%,0.2,0.2022653721682848,24.42637540453075,262.5509708737864
Maharashtra,High,Early_Loss,2045,Glass,68-72%,70.0,70.79288025889969,272137.4546433727,1945863.8428109903
Maharashtra,High,Early_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,50539.81300519778,361374.7136648982
Maharashtra,High,Early_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,34989.10131129077,250182.49407569875
Maharashtra,High,Early_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,13606.872732168633,97293.19214054951
Maharashtra,High,Early_Loss,2045,Copper,2-4%,3.0,3.033980582524272,11663.033770430256,83394.16469189958
Maharashtra,High,Early_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,213.82228579122136,1528.8930193514923
Maharashtra,High,Early_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,252.69906502598886,1806.8735683244909
Maharashtra,High,Early_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,116.63033770430256,833.9416469189958
Maharashtra,High,Early_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,116.63033770430256,833.9416469189958
Maharashtra,High,Early_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,777.5355846953505,5559.610979459972
Maharashtra,High,Regular_Loss,2045,Glass,68-72%,70.0,70.79288025889969,91027.33271156941,347496.69731433963
Maharashtra,High,Regular_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,16905.07607500575,64535.10092980593
Maharashtra,High,Regular_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,11703.51420577321,44678.14679755795
Maharashtra,High,Regular_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,4551.366635578471,17374.83486571698
Maharashtra,High,Regular_Loss,2045,Copper,2-4%,3.0,3.033980582524272,3901.171401924403,14892.715599185984
Maharashtra,High,Regular_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,71.5214757019474,273.0331193184097
Maharashtra,High,Regular_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,84.52538037502873,322.6755046490296
Maharashtra,High,Regular_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,39.01171401924404,148.92715599185985
Maharashtra,High,Regular_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,39.01171401924404,148.92715599185985
Maharashtra,High,Regular_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,260.0780934616269,992.8477066123991
